"loro(m) godono --> Condizionale Presente","loro(m) godrebbero"
"lui installa --> Condizionale Presente","lui installerebbe"
"lei riduce --> Condizionale Presente","lei ridurrebbe"
"lui resta --> Condizionale Presente","lui resterebbe"
"noi ci ricordiamo --> Condizionale Presente","noi ci ricorderemmo"
"voi credete --> Condizionale Presente","voi credereste"
"io preferisco --> Condizionale Presente","io preferirei"
"voi nascete --> Condizionale Presente","voi nascereste"
"loro(f) hanno --> Condizionale Presente","loro(f) avrebbero"
"loro(f) impediscono --> Condizionale Presente","loro(f) impedirebbero"
"tu comunichi --> Condizionale Presente","tu comunicheresti"
"lei cerca --> Condizionale Presente","lei cercherebbe"
"io posso --> Condizionale Presente","io potrei"
"lei cucina --> Condizionale Presente","lei cucinerebbe"
"loro(f) aumentano --> Condizionale Presente","loro(f) aumenterebbero"
"lei soddisfa --> Condizionale Presente","lei soddisferebbe"
"loro(f) si arrabbiano --> Condizionale Presente","loro(f) si arrabbierebbero"
"voi eseguite --> Condizionale Presente","voi eseguireste"
"loro(f) forniscono --> Condizionale Presente","loro(f) fornirebbero"
"voi date --> Condizionale Presente","voi dareste"
"noi chiamiamo --> Condizionale Presente","noi chiameremmo"
"io seleziono --> Condizionale Presente","io selezionerei"
"tu guardi --> Condizionale Presente","tu guarderesti"
"lei ascolta --> Condizionale Presente","lei ascolterebbe"
"loro(f) evitano --> Condizionale Presente","loro(f) eviterebbero"
"noi usciamo --> Condizionale Presente","noi usciremmo"
"tu ti annoi --> Condizionale Presente","tu ti annoieresti"
"lei applica --> Condizionale Presente","lei applicherebbe"
"lei continua --> Condizionale Presente","lei continuerebbe"
"io decido --> Condizionale Presente","io deciderei"
"voi vi preoccupate --> Condizionale Presente","voi vi preoccupereste"
"voi vi svegliate --> Condizionale Presente","voi vi svegliereste"
"lui inserisce --> Condizionale Presente","lui inserirebbe"
"io condivido --> Condizionale Presente","io condividerei"
"io vinco --> Condizionale Presente","io vincerei"
"io chiedo --> Condizionale Presente","io chiederei"
"voi stabilite --> Condizionale Presente","voi stabilireste"
"io mi perdo --> Condizionale Presente","io mi perderei"
"noi aiutiamo --> Condizionale Presente","noi aiuteremmo"
"lei discute --> Condizionale Presente","lei discuterebbe"
"noi lasciamo --> Condizionale Presente","noi lasceremmo"
"voi completate --> Condizionale Presente","voi completereste"
"lui chiude --> Condizionale Presente","lui chiuderebbe"
"voi determinate --> Condizionale Presente","voi determinereste"
"voi sapete --> Condizionale Presente","voi sapreste"
"lei nota --> Condizionale Presente","lei noterebbe"
"lei riceve --> Condizionale Presente","lei riceverebbe"
"loro(m) producono --> Condizionale Presente","loro(m) produrrebbero"
"io mi preparo --> Condizionale Presente","io mi preparerei"
"voi pensate --> Condizionale Presente","voi pensereste"
"loro(f) si alzano --> Condizionale Presente","loro(f) si alzerebbero"
"loro(f) mettono --> Condizionale Presente","loro(f) metterebbero"
"voi vedete --> Condizionale Presente","voi vedreste"
"lei si mette --> Condizionale Presente","lei si metterebbe"
"loro(m) si fanno --> Condizionale Presente","loro(m) si farebbero"
"tu riesci --> Condizionale Presente","tu riusciresti"
"loro(m) si addormentano --> Condizionale Presente","loro(m) si addormenterebbero"
"lui raccoglie --> Condizionale Presente","lui raccoglierebbe"
"loro(f) consentono --> Condizionale Presente","loro(f) consentirebbero"
"lei limita --> Condizionale Presente","lei limiterebbe"
"tu dici --> Condizionale Presente","tu diresti"
"io risolvo --> Condizionale Presente","io risolverei"
"noi permettiamo --> Condizionale Presente","noi permetteremmo"
"loro(f) scoprono --> Condizionale Presente","loro(f) scoprirebbero"
"noi rimaniamo --> Condizionale Presente","noi rimarremmo"
"loro(f) temono --> Condizionale Presente","loro(f) temerebbero"
"voi rimuovete --> Condizionale Presente","voi rimuovereste"
"lui prepara --> Condizionale Presente","lui preparerebbe"
"io arrivo --> Condizionale Presente","io arriverei"
"noi sviluppiamo --> Condizionale Presente","noi svilupperemmo"
"lui conferma --> Condizionale Presente","lui confermerebbe"
"tu introduci --> Condizionale Presente","tu introdurresti"
"lui richiede --> Condizionale Presente","lui richiederebbe"
"io creo --> Condizionale Presente","io creerei"
"lui paga --> Condizionale Presente","lui pagherebbe"
"io mi spoglio --> Condizionale Presente","io mi spoglierei"
"lei considera --> Condizionale Presente","lei considererebbe"
"loro(f) realizzano --> Condizionale Presente","loro(f) realizzerebbero"
