"io copro --> Congiuntivo Presente","che io copra"
"noi puliamo --> Congiuntivo Presente","che noi puliamo"
"loro(m) si accomodano --> Congiuntivo Presente","che loro(m) si accomodino"
"lui ama --> Congiuntivo Presente","che lui ami"
"loro(f) conoscono --> Congiuntivo Presente","che loro(f) conoscano"
"voi cambiate --> Congiuntivo Presente","che voi cambiate"
"loro(f) spiegano --> Congiuntivo Presente","che loro(f) spieghino"
"lei costruisce --> Congiuntivo Presente","che lei costruisca"
"lui considera --> Congiuntivo Presente","che lui consideri"
"tu dimostri --> Congiuntivo Presente","che tu dimostri"
"voi raccogliete --> Congiuntivo Presente","che voi raccogliate"
"loro(f) accettano --> Congiuntivo Presente","che loro(f) accettino"
"tu eviti --> Congiuntivo Presente","che tu eviti"
"loro(m) vendono --> Congiuntivo Presente","che loro(m) vendano"
"noi smettiamo --> Congiuntivo Presente","che noi smettiamo"
"lui si sente --> Congiuntivo Presente","che lui si senta"
"lei permette --> Congiuntivo Presente","che lei permetta"
"noi chiamiamo --> Congiuntivo Presente","che noi chiamiamo"
"loro(f) si spogliano --> Congiuntivo Presente","che loro(f) si spoglino"
"voi arrivate --> Congiuntivo Presente","che voi arriviate"
"loro(f) ricordano --> Congiuntivo Presente","che loro(f) ricordino"
"lei rende --> Congiuntivo Presente","che lei renda"
"voi ridete --> Congiuntivo Presente","che voi ridiate"
"loro(m) attuano --> Congiuntivo Presente","che loro(m) attuino"
"voi comprate --> Congiuntivo Presente","che voi compriate"
"voi andate --> Congiuntivo Presente","che voi andiate"
"tu provi --> Congiuntivo Presente","che tu provi"
"lui riduce --> Congiuntivo Presente","che lui riduca"
"loro(m) si svegliano --> Congiuntivo Presente","che loro(m) si sveglino"
"io mi diverto --> Congiuntivo Presente","che io mi diverta"
"tu ti vesti --> Congiuntivo Presente","che tu ti vesta"
"loro(f) sentono --> Congiuntivo Presente","che loro(f) sentano"
"voi servite --> Congiuntivo Presente","che voi serviate"
"lui affronta --> Congiuntivo Presente","che lui affronti"
"noi mettiamo --> Congiuntivo Presente","che noi mettiamo"
"voi confermate --> Congiuntivo Presente","che voi confermiate"
"voi potete --> Congiuntivo Presente","che voi possiate"
"lei invia --> Congiuntivo Presente","che lei invii"
"lui riesce --> Congiuntivo Presente","che lui riesca"
"lui nota --> Congiuntivo Presente","che lui noti"
"io mi innamoro --> Congiuntivo Presente","che io mi innamori"
"tu godi --> Congiuntivo Presente","che tu goda"
"lui partecipa --> Congiuntivo Presente","che lui partecipi"
"loro(f) scelgono --> Congiuntivo Presente","che loro(f) scelgano"
"noi assumiamo --> Congiuntivo Presente","che noi assumiamo"
"lei presenta --> Congiuntivo Presente","che lei presenti"
"io accedo --> Congiuntivo Presente","che io acceda"
"lei spara --> Congiuntivo Presente","che lei spari"
"loro(f) agiscono --> Congiuntivo Presente","che loro(f) agiscano"
"lui si ricorda --> Congiuntivo Presente","che lui si ricordi"
"noi scarichiamo --> Congiuntivo Presente","che noi scarichiamo"
"loro(m) si chiamano --> Congiuntivo Presente","che loro(m) si chiamino"
"lei nasconde --> Congiuntivo Presente","che lei nasconda"
"noi completiamo --> Congiuntivo Presente","che noi completiamo"
"noi apriamo --> Congiuntivo Presente","che noi apriamo"
"tu scrivi --> Congiuntivo Presente","che tu scriva"
"io dico --> Congiuntivo Presente","che io dica"
"lui avvia --> Congiuntivo Presente","che lui avvii"
"loro(m) si arrabbiano --> Congiuntivo Presente","che loro(m) si arrabbino"
"noi nasciamo --> Congiuntivo Presente","che noi nasciamo"
"loro(m) raggiungono --> Congiuntivo Presente","che loro(m) raggiungano"
"loro(m) assicurano --> Congiuntivo Presente","che loro(m) assicurino"
"tu abiti --> Congiuntivo Presente","che tu abiti"
"lei mostra --> Congiuntivo Presente","che lei mostri"
"noi veniamo --> Congiuntivo Presente","che noi veniamo"
"tu sembri --> Congiuntivo Presente","che tu sembri"
"io trovo --> Congiuntivo Presente","che io trovi"
"loro(f) continuano --> Congiuntivo Presente","che loro(f) continuino"
"io ascolto --> Congiuntivo Presente","che io ascolti"
"tu uccidi --> Congiuntivo Presente","che tu uccida"
"voi esaminate --> Congiuntivo Presente","che voi esaminiate"
"loro(m) escono --> Congiuntivo Presente","che loro(m) escano"
"io divento --> Congiuntivo Presente","che io diventi"
"voi installate --> Congiuntivo Presente","che voi installiate"
"lei cucina --> Congiuntivo Presente","che lei cucini"
"lei torna --> Congiuntivo Presente","che lei torni"
"tu stabilisci --> Congiuntivo Presente","che tu stabilisca"
"voi guardate --> Congiuntivo Presente","che voi guardiate"
"loro(m) finanziano --> Congiuntivo Presente","che loro(m) finanzino"
"tu aspetti --> Congiuntivo Presente","che tu aspetti"
"loro(m) spengono --> Congiuntivo Presente","che loro(m) spengano"
"io salvo --> Congiuntivo Presente","che io salvi"
"io pago --> Congiuntivo Presente","che io paghi"
"loro(f) definiscono --> Congiuntivo Presente","che loro(f) definiscano"
"noi individuiamo --> Congiuntivo Presente","che noi individuiamo"
"loro(f) immaginano --> Congiuntivo Presente","che loro(f) immaginino"
"voi guidate --> Congiuntivo Presente","che voi guidiate"
"lei offre --> Congiuntivo Presente","che lei offra"
"io mi annoio --> Congiuntivo Presente","che io mi annoi"
"noi modifichiamo --> Congiuntivo Presente","che noi modifichiamo"
"loro(m) decidono --> Congiuntivo Presente","che loro(m) decidano"
"voi giocate --> Congiuntivo Presente","che voi giochiate"
"voi vi fermate --> Congiuntivo Presente","che voi vi fermiate"
"loro(f) applicano --> Congiuntivo Presente","che loro(f) applichino"
"loro(f) ricevono --> Congiuntivo Presente","che loro(f) ricevano"
"io credo --> Congiuntivo Presente","che io creda"
"loro(f) si perdono --> Congiuntivo Presente","che loro(f) si perdano"
"lui chiude --> Congiuntivo Presente","che lui chiuda"
"tu condividi --> Congiuntivo Presente","che tu condivida"
"loro(f) promuovono --> Congiuntivo Presente","che loro(f) promuovano"
"loro(f) studiano --> Congiuntivo Presente","che loro(f) studino"
"noi poniamo --> Congiuntivo Presente","che noi poniamo"
"lui consente --> Congiuntivo Presente","che lui consenta"
"loro(f) vogliono --> Congiuntivo Presente","che loro(f) vogliano"
"loro(m) proteggono --> Congiuntivo Presente","che loro(m) proteggano"
"io rafforzo --> Congiuntivo Presente","che io rafforzi"
"loro(f) comunicano --> Congiuntivo Presente","che loro(f) comunichino"
"lei chiede --> Congiuntivo Presente","che lei chieda"
"lui pensa --> Congiuntivo Presente","che lui pensi"
"loro(f) difendono --> Congiuntivo Presente","che loro(f) difendano"
"loro(f) rimangono --> Congiuntivo Presente","che loro(f) rimangano"
"voi spedite --> Congiuntivo Presente","che voi spediate"
"tu temi --> Congiuntivo Presente","che tu tema"
"voi inserite --> Congiuntivo Presente","che voi inseriate"
"loro(m) cadono --> Congiuntivo Presente","che loro(m) cadano"
"noi contribuiamo --> Congiuntivo Presente","che noi contribuiamo"
"loro(f) organizzano --> Congiuntivo Presente","che loro(f) organizzino"
"loro(f) lavorano --> Congiuntivo Presente","che loro(f) lavorino"
"lui seleziona --> Congiuntivo Presente","che lui selezioni"
"io limito --> Congiuntivo Presente","che io limiti"
"lei parla --> Congiuntivo Presente","che lei parli"
"io inizio --> Congiuntivo Presente","che io inizi"
"io favorisco --> Congiuntivo Presente","che io favorisca"
"voi indicate --> Congiuntivo Presente","che voi indichiate"
"lei sostiene --> Congiuntivo Presente","che lei sostenga"
"tu ti sièdi --> Congiuntivo Presente","che tu ti sièda/ègga"
"loro(f) mantengono --> Congiuntivo Presente","che loro(f) mantengano"
"loro(f) si pettinano --> Congiuntivo Presente","che loro(f) si pettinino"
"lei impedisce --> Congiuntivo Presente","che lei impedisca"
"noi introduciamo --> Congiuntivo Presente","che noi introduciamo"
"loro(f) appaiono --> Congiuntivo Presente","che loro(f) appaiano"
"lei incoraggia --> Congiuntivo Presente","che lei incoraggi"
"loro(m) restano --> Congiuntivo Presente","che loro(m) restino"
"io ballo --> Congiuntivo Presente","che io balli"
"voi combattete --> Congiuntivo Presente","che voi combattiate"
"loro(m) preparano --> Congiuntivo Presente","che loro(m) preparino"
"lei fornisce --> Congiuntivo Presente","che lei fornisca"
"lui sviluppa --> Congiuntivo Presente","che lui sviluppi"
"noi controlliamo --> Congiuntivo Presente","che noi controlliamo"
"loro(m) recuperano --> Congiuntivo Presente","che loro(m) recuperino"
"loro(f) si alzano --> Congiuntivo Presente","che loro(f) si alzino"
"noi garantiamo --> Congiuntivo Presente","che noi garantiamo"
"io uso --> Congiuntivo Presente","che io usi"
"io miglioro --> Congiuntivo Presente","che io migliori"
"tu cerchi --> Congiuntivo Presente","che tu cerchi"
"io vedo/eggo --> Congiuntivo Presente","che io veda/egga"
"loro(m) risolvono --> Congiuntivo Presente","che loro(m) risolvano"
